,0,1,2,3,4,5,6,7
0,9ee57f80-223e-11ec-9769-7d5fd0d48abe,180,1634835172382,,,1467,,
1,9ee57f80-223e-11ec-9769-7d5fd0d48abe,181,1634835172382,,,1562,,
2,9ee57f80-223e-11ec-9769-7d5fd0d48abe,182,1634835172382,,,2338,,
3,9ee57f80-223e-11ec-9769-7d5fd0d48abe,183,1634835172382,,,2386,,
4,9ee57f80-223e-11ec-9769-7d5fd0d48abe,184,1634835172382,,,3171,,
5,9ee57f80-223e-11ec-9769-7d5fd0d48abe,185,1634835172382,,,3969,,
6,9ee57f80-223e-11ec-9769-7d5fd0d48abe,186,1634835172382,,,4998,,
7,9ee57f80-223e-11ec-9769-7d5fd0d48abe,187,1634835172382,,,2526,,
8,9ee57f80-223e-11ec-9769-7d5fd0d48abe,188,1634835172382,,,11082,,
9,9ee57f80-223e-11ec-9769-7d5fd0d48abe,189,1634835172382,,,4034,,
10,9ee57f80-223e-11ec-9769-7d5fd0d48abe,180,1634835171766,,,1441,,
11,9ee57f80-223e-11ec-9769-7d5fd0d48abe,181,1634835171766,,,1684,,
12,9ee57f80-223e-11ec-9769-7d5fd0d48abe,182,1634835171766,,,2430,,
13,9ee57f80-223e-11ec-9769-7d5fd0d48abe,183,1634835171766,,,2403,,
14,9ee57f80-223e-11ec-9769-7d5fd0d48abe,184,1634835171766,,,3231,,
15,9ee57f80-223e-11ec-9769-7d5fd0d48abe,185,1634835171766,,,4106,,
16,9ee57f80-223e-11ec-9769-7d5fd0d48abe,186,1634835171766,,,4926,,
17,9ee57f80-223e-11ec-9769-7d5fd0d48abe,187,1634835171766,,,2623,,
18,9ee57f80-223e-11ec-9769-7d5fd0d48abe,188,1634835171766,,,11618,,
19,9ee57f80-223e-11ec-9769-7d5fd0d48abe,189,1634835171766,,,4576,,
20,9ee57f80-223e-11ec-9769-7d5fd0d48abe,180,1634835171154,,,1453,,
21,9ee57f80-223e-11ec-9769-7d5fd0d48abe,181,1634835171154,,,1698,,
22,9ee57f80-223e-11ec-9769-7d5fd0d48abe,182,1634835171154,,,2364,,
23,9ee57f80-223e-11ec-9769-7d5fd0d48abe,183,1634835171154,,,2465,,
24,9ee57f80-223e-11ec-9769-7d5fd0d48abe,184,1634835171154,,,3492,,
25,9ee57f80-223e-11ec-9769-7d5fd0d48abe,185,1634835171154,,,3820,,
26,9ee57f80-223e-11ec-9769-7d5fd0d48abe,186,1634835171154,,,5437,,
27,9ee57f80-223e-11ec-9769-7d5fd0d48abe,187,1634835171154,,,2757,,
28,9ee57f80-223e-11ec-9769-7d5fd0d48abe,188,1634835171154,,,10480,,
29,9ee57f80-223e-11ec-9769-7d5fd0d48abe,189,1634835171154,,,5128,,
30,9ee57f80-223e-11ec-9769-7d5fd0d48abe,180,1634835170562,,,1941,,
31,9ee57f80-223e-11ec-9769-7d5fd0d48abe,181,1634835170562,,,2549,,
32,9ee57f80-223e-11ec-9769-7d5fd0d48abe,182,1634835170562,,,4137,,
33,9ee57f80-223e-11ec-9769-7d5fd0d48abe,183,1634835170562,,,5230,,
34,9ee57f80-223e-11ec-9769-7d5fd0d48abe,184,1634835170562,,,3222,,
35,9ee57f80-223e-11ec-9769-7d5fd0d48abe,185,1634835170562,,,3949,,
36,9ee57f80-223e-11ec-9769-7d5fd0d48abe,186,1634835170562,,,4504,,
37,9ee57f80-223e-11ec-9769-7d5fd0d48abe,187,1634835170562,,,2674,,
38,9ee57f80-223e-11ec-9769-7d5fd0d48abe,188,1634835170562,,,11682,,
39,9ee57f80-223e-11ec-9769-7d5fd0d48abe,189,1634835170562,,,4882,,
40,9ee57f80-223e-11ec-9769-7d5fd0d48abe,180,1634835169934,,,2570,,
41,9ee57f80-223e-11ec-9769-7d5fd0d48abe,181,1634835169934,,,3513,,
42,9ee57f80-223e-11ec-9769-7d5fd0d48abe,182,1634835169934,,,5604,,
43,9ee57f80-223e-11ec-9769-7d5fd0d48abe,183,1634835169934,,,8030,,
44,9ee57f80-223e-11ec-9769-7d5fd0d48abe,184,1634835169934,,,9493,,
45,9ee57f80-223e-11ec-9769-7d5fd0d48abe,185,1634835169934,,,15131,,
46,9ee57f80-223e-11ec-9769-7d5fd0d48abe,186,1634835169934,,,11720,,
47,9ee57f80-223e-11ec-9769-7d5fd0d48abe,187,1634835169934,,,4892,,
48,9ee57f80-223e-11ec-9769-7d5fd0d48abe,188,1634835169934,,,26498,,
49,9ee57f80-223e-11ec-9769-7d5fd0d48abe,189,1634835169934,,,6196,,
50,9ee57f80-223e-11ec-9769-7d5fd0d48abe,180,1634835169310,,,2673,,
51,9ee57f80-223e-11ec-9769-7d5fd0d48abe,181,1634835169310,,,3619,,
52,9ee57f80-223e-11ec-9769-7d5fd0d48abe,182,1634835169310,,,5826,,
53,9ee57f80-223e-11ec-9769-7d5fd0d48abe,183,1634835169310,,,8420,,
54,9ee57f80-223e-11ec-9769-7d5fd0d48abe,184,1634835169310,,,10817,,
55,9ee57f80-223e-11ec-9769-7d5fd0d48abe,185,1634835169310,,,17742,,
56,9ee57f80-223e-11ec-9769-7d5fd0d48abe,186,1634835169310,,,13028,,
57,9ee57f80-223e-11ec-9769-7d5fd0d48abe,187,1634835169310,,,5437,,
58,9ee57f80-223e-11ec-9769-7d5fd0d48abe,188,1634835169310,,,31458,,
59,9ee57f80-223e-11ec-9769-7d5fd0d48abe,189,1634835169310,,,6386,,
60,9ee57f80-223e-11ec-9769-7d5fd0d48abe,180,1634835168689,,,2673,,
61,9ee57f80-223e-11ec-9769-7d5fd0d48abe,181,1634835168689,,,3620,,
62,9ee57f80-223e-11ec-9769-7d5fd0d48abe,182,1634835168689,,,5829,,
63,9ee57f80-223e-11ec-9769-7d5fd0d48abe,183,1634835168689,,,8424,,
64,9ee57f80-223e-11ec-9769-7d5fd0d48abe,184,1634835168689,,,10837,,
65,9ee57f80-223e-11ec-9769-7d5fd0d48abe,185,1634835168689,,,17805,,
66,9ee57f80-223e-11ec-9769-7d5fd0d48abe,186,1634835168689,,,13054,,
67,9ee57f80-223e-11ec-9769-7d5fd0d48abe,187,1634835168689,,,5447,,
68,9ee57f80-223e-11ec-9769-7d5fd0d48abe,188,1634835168689,,,31547,,
69,9ee57f80-223e-11ec-9769-7d5fd0d48abe,189,1634835168689,,,6374,,
70,9ee57f80-223e-11ec-9769-7d5fd0d48abe,180,1634835168072,,,2675,,
71,9ee57f80-223e-11ec-9769-7d5fd0d48abe,181,1634835168072,,,3631,,
72,9ee57f80-223e-11ec-9769-7d5fd0d48abe,182,1634835168072,,,5832,,
73,9ee57f80-223e-11ec-9769-7d5fd0d48abe,183,1634835168072,,,8435,,
74,9ee57f80-223e-11ec-9769-7d5fd0d48abe,184,1634835168072,,,10859,,
75,9ee57f80-223e-11ec-9769-7d5fd0d48abe,185,1634835168072,,,17826,,
76,9ee57f80-223e-11ec-9769-7d5fd0d48abe,186,1634835168072,,,13063,,
77,9ee57f80-223e-11ec-9769-7d5fd0d48abe,187,1634835168072,,,5457,,
78,9ee57f80-223e-11ec-9769-7d5fd0d48abe,188,1634835168072,,,31601,,
79,9ee57f80-223e-11ec-9769-7d5fd0d48abe,189,1634835168072,,,6384,,
80,9ee57f80-223e-11ec-9769-7d5fd0d48abe,180,1634835167467,,,2676,,
81,9ee57f80-223e-11ec-9769-7d5fd0d48abe,181,1634835167467,,,3641,,
82,9ee57f80-223e-11ec-9769-7d5fd0d48abe,182,1634835167467,,,5837,,
83,9ee57f80-223e-11ec-9769-7d5fd0d48abe,183,1634835167467,,,8446,,
84,9ee57f80-223e-11ec-9769-7d5fd0d48abe,184,1634835167467,,,10894,,
85,9ee57f80-223e-11ec-9769-7d5fd0d48abe,185,1634835167467,,,17846,,
86,9ee57f80-223e-11ec-9769-7d5fd0d48abe,186,1634835167467,,,13107,,
87,9ee57f80-223e-11ec-9769-7d5fd0d48abe,187,1634835167467,,,5467,,
88,9ee57f80-223e-11ec-9769-7d5fd0d48abe,188,1634835167467,,,31700,,
89,9ee57f80-223e-11ec-9769-7d5fd0d48abe,189,1634835167467,,,6404,,
90,9ee57f80-223e-11ec-9769-7d5fd0d48abe,180,1634835166841,,,2669,,
91,9ee57f80-223e-11ec-9769-7d5fd0d48abe,181,1634835166841,,,3642,,
92,9ee57f80-223e-11ec-9769-7d5fd0d48abe,182,1634835166841,,,5825,,
93,9ee57f80-223e-11ec-9769-7d5fd0d48abe,183,1634835166841,,,8429,,
94,9ee57f80-223e-11ec-9769-7d5fd0d48abe,184,1634835166841,,,10909,,
95,9ee57f80-223e-11ec-9769-7d5fd0d48abe,185,1634835166841,,,17833,,
96,9ee57f80-223e-11ec-9769-7d5fd0d48abe,186,1634835166841,,,13128,,
97,9ee57f80-223e-11ec-9769-7d5fd0d48abe,187,1634835166841,,,5469,,
98,9ee57f80-223e-11ec-9769-7d5fd0d48abe,188,1634835166841,,,31677,,
